assay_chembl_id,n_records,n_compounds,types,year,confidence_score,cell_name,description
CHEMBL5739517,21,7,Ki|k_off|kon,2023.0,9,,"In-Vitro Safety Profile-Testing the Selectivity Over hErg: Inhibition of the ion channel hErg (or Kv11.1) current causes QT interval prolongation resulting in potentially fatal ventricular tachyarrhythmia called Torsade de Pointes. This is one of the major causes of cardiotoxicity and hErg channel activity is usually evaluated early in the drug development process to mitigate cardiotoxicity risk.hERG ion channel activity was assessed using a patch clamp technique in stable Kv11.1 (hERG) transfected human embryonic kidney cell line (HEK293). Whole cell recordings were carried out with an automated patch clamp device Patchliner™ from Nanion Technologies, Munich following manufacturer recommendation. Different concentrations of the test compound or reference, quinidine, were applied to whole cells suspension and current was measured using a pulse pattern with fixed amplitudes. The effect on Kv11.1 (hERG) ion channel activity was judged from the tail current amplitude and Changes in Kv11.1 (hERG) ion channel activity between control value (defined as 100%) and test compound and reported as percent change of control value of COI."
CHEMBL3240911,21,21,IC50,2014.0,9,CHO,Inhibition of human ERG expressed in CHO cells by patch clamp method
CHEMBL4723228,21,21,IC50,2020.0,9,,Inhibition of human ERG channel in presence of dofetilide by competition binding assay
CHEMBL4810581,21,21,Inhibition,2021.0,9,,Inhibition of human ERG expressing CHO-K1 cells assessed as peak tail current measured at holding potential at -80 mV at 10 uM incubated for 5 mins by Auto-patch clamp assay
CHEMBL832277,21,21,IC50,2005.0,9,,Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state
CHEMBL4433750,21,21,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM after 2 hrs by fluorescence polarization assay
CHEMBL2020695,21,21,Ki,2012.0,9,,Binding affinity to human Erg
CHEMBL972465,21,21,IC50,2009.0,9,HEK293,Displacement of [35S]MK499 from human ERG expressed in HEK293 cells
CHEMBL1943910,21,21,IC50,2012.0,9,,Inhibition of human Erg
CHEMBL1293148,21,21,Ki,2010.0,9,CHO,Displacement of [3H]-dofetilide in human hERG expressed in CHO cells by proximity assay
CHEMBL819364,21,21,Ki,2004.0,9,,Binding affinity against hERG Voltage-gated potassium channel subunit Kv11.1
CHEMBL4260925,21,21,IC50,2018.0,9,,Displacement of [3H]-dofetilide from human ERG expressed in CHO cell membranes after 90 mins by micro-beta counting
CHEMBL1225828,21,21,Inhibition,2010.0,9,,Displacement of [35S]MK4099 from human ERG channel at 10 uM
CHEMBL3866778,21,21,Inhibition,2016.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as decrease in channel current at 3 uM after 3 mins at -80 mV holding potential by automated patch-clamp electrophysiology assay
CHEMBL3866779,21,21,Inhibition,2016.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as decrease in channel current at 10 uM after 3 mins at -80 mV holding potential by automated patch-clamp electrophysiology assay
CHEMBL1838283,21,21,IC50|pIC50,2011.0,9,CHO-K1,Inhibition of human ERG expressed in CHO-K1 cells after 2 hrs by Cy3b-Dofetilide-based fluorescence polarisation assay
CHEMBL2379703,21,21,Ki|pKi,2013.0,9,,Displacement of [3H]astemizole from human ERG channel
CHEMBL910704,21,21,Ki,2006.0,9,HEK293,Displacement of labeled MK499 from cloned hERG potassium channel expressed in HEK cells
CHEMBL2346009,21,21,Inhibition,2013.0,9,,Inhibition of human ERG channel at 10 uM by patch clamp method
CHEMBL1780626,21,21,IC50,2011.0,9,,Inhibition of human ERG by HT patch clamp assay
CHEMBL3866780,21,21,Inhibition,2016.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as decrease in channel current at 30 uM after 3 mins at -80 mV holding potential by automated patch-clamp electrophysiology assay
CHEMBL4188047,20,20,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL3858850,20,20,Inhibition,2016.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in maximal tail current at 3 uM and holding potential of -60 mV measured after 5 mins by patch-clamp assay
CHEMBL4195906,20,20,IC50,2018.0,9,,Inhibition of human ERG by cell based automated patch clamp method
CHEMBL989030,20,20,IC50,2008.0,9,HEK293,Inhibition of human ERG channel in HEK293 cells by voltage-clamp method
CHEMBL5034164,20,20,IC50,2021.0,9,,Inhibition of human ERG by patch clamp electrophysiology assay
CHEMBL4671572,20,20,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL1108890,20,20,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL5146134,20,20,IC50,2022.0,9,,Inhibition of human ERG by Ionworks electrophysiology assay
CHEMBL1781193,20,20,IC50,2011.0,9,CHO-K1,Inhibition of human ERG expressed in CHOK1 cells electrophysiology study
CHEMBL1061548,20,20,IC50,2009.0,9,HEK293,Inhibition of [35S]MK499 binding to human ERG transfected in HEK293 cells by microscintillation counting
CHEMBL5588210,20,20,Inhibition,2024.0,9,,Inhibition of human ERG at 20 uM relative to control
CHEMBL889315,20,20,Ki,2007.0,9,HEK293,Displacement of [3H]dofetilide from hERG expressed in HEK293 cells by SPA
CHEMBL841905,20,20,IP,2001.0,9,HEK293,Inhibition of [35S]MK-499 binding to human ERG potassium channel stably expressed in HEK293 cells
CHEMBL1764269,20,20,Ki,2011.0,9,,Binding affinity to human ERG
CHEMBL3226599,20,20,IC50,2012.0,9,CHO,Displacement of [3H]dofetilide from human ERG expressed in CHO cells after 30 mins by FluxOR thallium assay
CHEMBL1919743,20,20,IC50,2011.0,9,,Inhibition of human ERG by ionworks HT assay
CHEMBL2318750,20,20,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM
CHEMBL2034394,20,20,IC50,2012.0,9,,Inhibition of human ERG by IonWorks assay
CHEMBL963244,20,20,Ki,2009.0,9,,Inhibition of human ERG
CHEMBL981950,20,20,IC50,2008.0,9,HEK293,Displacement of [3H]astemizole from human ERG potassium channel expressed in HEK293 cell membrane
CHEMBL4137526,20,20,IC50,2018.0,9,,Inhibition of radioligand binding to human ERG expressed in HEK293 cell membranes by scintillation counting method
CHEMBL976148,20,20,Ki,2009.0,9,CHO,Displacement of [3H]dofetilide human ERG expressed in CHO cells
CHEMBL3610296,19,19,IC50,2015.0,9,,Inhibition of human ERG by IonWorks assay
CHEMBL3598727,19,19,IC50,2015.0,9,,Inhibition of [35S]MK499 binding to human ERG channel
CHEMBL4326143,19,19,IC50,2018.0,9,CHO,Inhibition of human ERG expressed in CHO cells at holding potential of -90 mV by QPatch clamp method
CHEMBL4051672,19,19,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 10 uM after 3 mins at -80 mV holding potential by Qpatch assay
CHEMBL1648352,19,19,IC50,2011.0,9,HEK293,Displacement of radiolabeled MK-499 from human ERG expressed in HEK293 cells
CHEMBL956578,19,19,IC50,2008.0,9,HEK293,Displacement of [35S]MK499 from human ERG expressed in HEK293 cells
CHEMBL1219227,19,19,Inhibition,2010.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 30 uM by patch clamp assay
CHEMBL1219226,19,19,Inhibition,2010.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 3 uM by patch clamp assay
CHEMBL948532,19,17,IC50,2008.0,9,HEK293,Displacement of [35S]MK499 from human ERG K+ channel expressed in HEK293 cells
CHEMBL2350555,19,19,IC50,2013.0,9,,Inhibition of human ERG channel
CHEMBL2411001,19,19,Inhibition,2013.0,9,,Inhibition of human ERG channel at 10 uM by ionworks assay relative to control
CHEMBL5578846,19,19,IC50,2024.0,9,,Inhibition of human ERG by manual patch clamp method
CHEMBL5531274,19,19,IC50,2024.0,9,,Inhibition of human ERG expressed in CHO cells incubated for 7 to 10 mins by automated whole-cell patch clamp recordings
CHEMBL2338825,19,19,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL2044875,19,19,Inhibition,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM by patch clamp assay
CHEMBL1051852,19,19,Inhibition,2009.0,9,CHO-K1,Inhibition of human ERG potassium channel expressed in CHO-K1 cells at 3 uM by whole cell voltage clamp assay
CHEMBL886903,19,19,IC50,2007.0,9,HEK293,Displacement of [3H]dofetilide from hERG expressed in HEK293 cell membrane
CHEMBL2073369,19,19,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL1063073,19,19,Inhibition,2009.0,9,,Inhibition of human ERG channel at 5 uM by rubidium efflux assay
CHEMBL1022012,19,19,Inhibition,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells at 10 uM
CHEMBL5252391,19,19,Inhibition,2023.0,9,,Inhibition of hERG at 100 uM
CHEMBL3396464,19,19,Ki,2015.0,9,HEK293,Displacement of [3H]-dofetilide from human ERG expressed in HEK293 cell membranes after 90 mins by liquid scintillation counting method
CHEMBL4706796,19,18,IC50,2016.0,9,,Inhibition of human ERG by patch clamp electrophysiology assay
CHEMBL2214096,19,19,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM by cell-based electrophysiology assay
CHEMBL4701493,19,19,IC50,2020.0,9,,Inhibition of human ERG assessed as tail current by plate-based planar patch clamp assay
CHEMBL4775388,19,19,Ki,2021.0,9,,Binding affinity to human ERG by dofetilide fluorescence polarization binding assay
CHEMBL5152033,19,19,IC50,2021.0,9,,Inhibition of human ERG
CHEMBL1762952,19,19,Ki,2011.0,9,HEK293,Displacement of [3H]-dofetilide from human ERG expressed in HEK293 cells
CHEMBL816205,19,19,Ki,2002.0,9,HEK293,Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1
CHEMBL4701902,18,18,IC50,2020.0,9,,Inhibition of human ERG by Q-patch assay
CHEMBL1036648,18,18,IC50,2008.0,9,HEK293,Inhibition of human ERG channel in HEK293 cells by voltage-clamp method
CHEMBL5351164,18,17,Inhibition,2023.0,9,,Inhibition of hERG at 1 uM relative to control
CHEMBL2021109,18,18,Inhibition,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 1 uM by voltage clamp electrophysiology assay
CHEMBL5097928,18,18,IC50,2021.0,9,,Inhibition of hERG potassium channel assessed as maximum inhibition rate at -80 mV holding potential incubated for 120 seconds by whole cell-automated voltage clamp analysis assay
CHEMBL3129034,18,18,IC50,2013.0,9,,Inhibition of human ERG by patch clamp electrophysiology
CHEMBL2039336,18,18,Activity,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells assessed as remaining activity at 10 uM by fluorescence-based assay
CHEMBL1064182,18,18,Ki,2009.0,9,,Binding affinity to human ERG potassium channel
CHEMBL5731265,18,6,IC50|k_off|kon,2018.0,9,,"hERG Channel Inhibition: The assay was performed on hERG channel stably expressed in HEK293 cells. The cells were cultured at 37° C. in a humidified CO2 incubator in the growth medium consisting of DMEM, 10% fetal bovine serum and antibiotics. Prior to the assay, the cells were seeded onto a 12 mm PDL-coated glass coverslip and cultured in a 35 mm Petri dish. After 16 to 40 hr culture, the cover slip was transferred into the chamber of OctaFlow perfusion system (ALA Instrument) and under a constant flow of extracellular solution (140 mM NaCl, 4 M KCl, 1 mM MgCl2, 1 mM CaCl2, 10 mM HEPES, 10 mM D-glucose, pH 7.35, osmolarity 290). Whole cell patch clamping was performed with a glass micropipette filled with intracellular solution (120 mM KCl, 1.75 mM MgCl2, 10 mM HEPES, 10 mM EGTA, and 4 mM ATP-K2, PH 7.2, osmolarity 300). Giga-seal was maintained during the test. The voltage control and current measurement were carried out using Axon amplifier 700B, Digidata 1440A and CLAMPEX10 software (Molecular Devices). Whole-cell hERG currents were recorded following the Petroski protocol: the cell was held at −80 mV, and the voltage step jumped from −80 to 30 mV and stay for 2 sec with a 20 ms prepulse at −40 mV. After depolarization, the voltage was decreased to −40 mV and stay for 2 sec, and returned back to −80 mV. Test compound was applied by quartz capillary tubes tip (200 μm inner diameter), and the flow rate was controlled at 2-3 ml/min with OctaFlow perfusion system. Different concentrations of the compound were applied to the cells for 5 min and the hERG current was measured three times before, during and after compound treatment. The data were analyzed using Clampfit 10 software (Molecular Devices). Results are shown in the table below."
CHEMBL1816746,18,18,IC50,2011.0,9,CHO,Inhibition of human ERG expressed in CHO cells by high throughput single cell planar patch clamp method
CHEMBL5357868,18,18,Inhibition,2024.0,9,,Inhibition of hERG at 10 uM by patch clamp assay relative to control
CHEMBL5351165,18,17,Inhibition,2023.0,9,,Inhibition of hERG at 10 uM relative to control
CHEMBL4224424,18,18,Inhibition,2018.0,9,,Inhibition of human ERG expressed in CHO cells assessed as reduction in tail peak current at 3 uM at -80 mV holding potential by automated patch clamp method relative to control
CHEMBL4367272,18,18,EC50,2019.0,9,,Inhibition of human ERG
CHEMBL4704019,18,18,IC50,2020.0,9,,Inhibition of tracer red binding to human ERG expressed in HEK293 cell membranes measured after 2 to 6 hrs by fluorescence polarization assay
CHEMBL3377656,18,18,Ki,2014.0,9,HEK293,Inhibition of human ERG channel expressed in HEK293 cells assessed as [3H]-dofetilide binding after 90 mins by liquid scintillation counting analysis
CHEMBL1225490,18,10,IC20|IC50,2010.0,9,,Inhibition of human ERG
CHEMBL976416,18,18,Inhibition,2008.0,9,COS-7,Inhibition of human ERG potassium channel expressed in african green monkey COS7 cells at 3 uM by whole cell assay
CHEMBL923046,18,18,Inhibition,2007.0,9,HEK293,Displacement of [35S]-MK0499 from human ERG receptor expressed in HEK293 cells at 10 uM
CHEMBL4195200,18,18,Inhibition,2018.0,9,,Inhibition of human ERG at 5 uM by automated patch clamp assay
CHEMBL4019656,18,18,IC50,2017.0,9,,Inhibition of human ERG expressed in CHO cells after 3 mins at -80 mV holding potential by automated patch clamp method
CHEMBL6154819,18,18,IC50,2025.0,9,,Inhibition of human ERG
CHEMBL3880655,18,18,IC50,2014.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in outward tail current after 5 mins at -80 mV holding potential by patch clamp assay
CHEMBL4224584,18,18,IC50,2018.0,9,,Inhibition of human ERG expressed in CHOK1 cells by patch clamp assay
CHEMBL4143975,18,18,IC50,2017.0,9,,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay
CHEMBL954169,18,18,Ki,2009.0,9,HEK293,Binding affinity to human ERG expressed in HEK293 cells by whole cell patch clamp method
CHEMBL4050158,17,11,IC50,2017.0,9,,Inhibition of MK499 binding to human ERG
CHEMBL3880653,17,17,Inhibition,2014.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 1 uM after 5 mins at -80 mV holding potential by patch clamp assay
CHEMBL1820233,17,17,IC50,2011.0,9,,Binding affinity to human ERG by radioligand displacement assay
CHEMBL2013363,17,17,Ki,2012.0,9,,Displacement of dofetilide from human ERG
CHEMBL1826877,17,17,IC50,2011.0,9,,Inhibition of human ERG by electrophysiological assay
CHEMBL4186330,17,17,IC50,2017.0,9,,Displacement of [3H]Dofetilide from human ERG expressed in HEK293 cells after 60 mins by scintillation spectrometry
CHEMBL854892,17,17,IC25|IC50,2007.0,9,,Inhibition of binding to hERG
CHEMBL1039568,17,17,IC50,2009.0,9,,Inhibition of human ERG by patch-clamp technique
CHEMBL4623822,17,16,IC50,2020.0,9,,Inhibition of human ERG by Ionworks high-throughput electrophysiology method
CHEMBL691014,17,17,IC50,2002.0,9,,K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1
CHEMBL2411100,17,17,IC50,2013.0,9,CHO,Binding affinity to human ERG expressed in CHO cells by IonWorks assay
CHEMBL2404197,17,17,Inhibition,2013.0,9,HEK293,Inhibition of human ERG channel expressed in HEK293 cells at 1 uM by voltage patch clamp technique
CHEMBL5323638,17,17,IC50|Inhibition,2023.0,9,,Inhibition of human ERG expressed in CHO cells by automated path clamp method
CHEMBL3880652,17,17,Inhibition,2014.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 0.1 uM after 5 mins at -80 mV holding potential by patch clamp assay
CHEMBL3880654,17,17,Inhibition,2014.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM after 5 mins at -80 mV holding potential by patch clamp assay
